Thu Sep 08 12:42:25 2011 (4e68b831)
 6001	    25
 6011	    34
 6014	     5
 6031	     4
 6204	     4
 6244	     4
 6262	     3
 6273	     6
 6290	     1
 6302	     1
 6309	     1
 6320	   185
 6322	     3
 6385	     1
 6387	     8
28101	     1
28155	     6
28159	    54
28169	     3
28175	    16
28193	     1
28197	     2
28251	     6
28252	     5
28714	     1
28719	    63
